Código OACI;Nome;Município;UF;Longitude;Latitude;Altitude;Operação Diurna;Comprimento 1;Largura 1
SDJ2;AERO AGRÍCOLA CÉU AZUL;VILHENA;RO;"060°11'57""W";"12°44'05""S";0;VFR;800;18
;Rancho Leoncini;NOVA XAVANTINA;MT;"052°23'09,63""W";"14°40'33,86""S";271;VFR;898;18
;Fazenda São Francisco;MONTE DO CARMO;TO;"048°01'59,95""W";"11°06'10,92""S";288;VFR;1098;30
;Fazenda Horizontina Leste;TASSO FRAGOSO;MA;"045°44'08,06""W";"07°52'18,15""S";471;VFR;780;18
;Grupo Carreira;CAIAPÔNIA;GO;"051°21'33,14""W";"17°14'48,43""S";0;VFR;951;18
;Associação Aerodesportiva Colina;CAMPO MOURÃO;PR;"052°24'42,54""W";"24°01'45""S";608;VFR;400;18
;Fazenda Conquista;LIMEIRA DO OESTE;MG;"050°33'19,81""W";"19°34'27,91""S";0;VFR;1000;18
;Rio Sauípe Aeropark;ITANAGRA;BA;"038°00'45,49""W";"12°18'23,94""S";0;VFR;1132;23
SWJM;Fazenda Bom Jesus;NOVO ALEGRE;TO;"046°33'58,24""W";"12°57'03,98""S";633;VFR;850;18
;Fazenda Lagoa;BARREIRAS;BA;"045°49'50,04""W";"11°49'41""S";785;VFR;1200;30
SDLN;Primavera;QUERÊNCIA;MT;"052°09'14,48""W";"12°36'59,31""S";356;VFR;1400;23
SNCK;Porto Cajueiro;JANUÁRIA;MG;"045°20'20""W";"14°53'04""S";763;VFR;1000;20
SI8H;FAZENDA MODELO;MARCELÂNDIA;MT;"054°39'39""W";"10°41'22""S";323;VFR;1000;23
SIF6;Agro Mascarello;SÃO FRANCISCO DO GUAPORÉ;RO;"063°39'43""W";"12°04'25""S";215;VFR;1100;20
SI8Y;FAZENDA CEOLIM;NOSSA SENHORA DO LIVRAMENTO;MT;"056°35'39""W";"15°32'44""S";0;VFR;1100;18
SIM8;Fazenda Bonanza;SANTANA DO ARAGUAIA;PA;"050°55'59""W";"08°46'09""S";324;VFR;920;18
SIG8;FAZENDA PORTUGAL;RIBEIRO GONÇALVES;PI;"045°33'12""W";"08°18'13""S";513;VFR;1200;18
SIB2;Fazenda Mangabas;SONORA;MS;"053°48'35,81""W";"17°26'20,36""S";790;VFR;1200;18
SIM2;FAZENDA SM-3B;ITIQUIRA;MT;"054°44'09,46""W";"17°22'54,34""S";511;VFR;1300;20
SIE2;Fazenda Marape;LUCAS DO RIO VERDE;MT;"056°10'36""W";"13°09'53""S";0;VFR;1400;23
SIJ4;Fazenda Tamanduá Bandeira;SANTA RITA DO PARDO;MS;"052°52'09""W";"21°35'08""S";0;VFR;1036;18
SNXR;Fazenda Conforto;ITAITUBA;PA;"056°31'13""W";"07°23'23""S";235;VFR;800;23
SIYO;Fazenda Goiás Barreiro;MONTIVIDIU;GO;"051°18'23""W";"17°15'20""S";868;VFR;800;20
SJ8O;Fazenda Bela Vista;CHUPINGUAIA;RO;"061°07'05,45""W";"12°31'30,64""S";328;VFR;1000;18
SIO4;Fazenda Paraguaia;GUARAPUAVA;PR;"051°58'41,32""W";"25°19'53,18""S";837;VFR;799;15
SJQB;Fazenda Jequitibá;NOVA ALVORADA DO SUL;MS;"053°48'55,84""W";"21°52'42,56""S";301;VFR;1000;25
SWIM;Fazenda Três Ranchos;MONTES CLAROS DE GOIÁS;GO;"051°40'15,23""W";"16°07'16,16""S";340;VFR;1100;20
SIR3;Fazenda Cacimbas;PASTOS BONS;MA;"044°23'07""W";"06°47'29""S";0;VFR;1200;15
;FAZENDA ESMERALDA;PORTO VELHO;RO;"064°15'22,83""W";"09°12'32,85""S";112;VFR;1200;18
;FAZENDA LATREILLE;SÃO MIGUEL DO GUAPORÉ;RO;"062°57'42,18""W";"11°59'31,85""S";0;VFR;1200;18
SNJ3;Fazenda Confinamento;SÃO MIGUEL DO GUAPORÉ;RO;"062°48'10,7""W";"11°54'33,5""S";166;VFR;1100;18
SJOR;Fazenda Onça do Barão;COCOS;BA;"045°12'01,96""W";"14°12'46""S";776;VFR;1200;18
;FAZENDA NASCENTE;RIO VERDE DE MATO GROSSO;MS;"054°53'14,48""W";"18°38'58,29""S";0;VFR;900;30
SIW9;FAZENDA SANTA FELICIDADE;SANTA CARMEM;MT;"054°52'32,4""W";"11°48'57,72""S";364;VFR;1400;23
SJ89;Fazenda Baliza;PARANATINGA;MT;"053°55'56""W";"14°34'00,9""S";643;;1300;18
;Vale do Pontal Açúcar e Etanol S.A.;LIMEIRA DO OESTE;MG;"050°42'56,05""W";"19°18'11,33""S";464;VFR;1309;30
;GFL Agro;NOVA GUARITA;MT;"055°21'56,36""W";"10°16'33,02""S";290;VFR;900;18
SDB2;Fazenda Guarabu;ARAGUAÍNA;TO;"048°48'25""W";"07°21'19""S";0;VFR;800;22
SIZ4;SÃO MATHEUS;IRACEMA;RR;"061°49'29,02""W";"02°05'22,76""N";0;VFR;800;18
SI8X;FAZENDA VALE DA PECUÁRIA;ARRAIAS;TO;"046°50'00""W";"12°37'16""S";0;VFR;950;20
SWXP;GOLD BRAVO;ITAITUBA;PA;"057°03'06""W";"05°47'41""S";0;VFR;800;18
;FAZENDA SANTA IZABEL;SÃO FÉLIX DO ARAGUAIA;MT;"052°32'32,08""W";"11°08'30,48""S";374;VFR;849;18
;FAZENDA SANTA EMÍLIA;MARCELÂNDIA;MT;"053°48'17,94""W";"10°45'07,12""S";342;VFR;900;18
;FAZENDA CAIÇARA;LUZIÂNIA;GO;"047°44'15,75""W";"16°27'27,65""S";863;VFR;1000;18
;Fazenda Santo Antônio;LUCAS DO RIO VERDE;MT;"056°08'55,67""W";"12°55'57,02""S";406;VFR;1150;20
;AERÓDROMO PCH TELEGRÁFICA;CAMPOS DE JÚLIO;MT;"058°56'29,22""W";"12°51'07,29""S";353;VFR;1299;30
;FAZENDA SANTA EMÍLIA;PLANALTO DA SERRA;MT;"054°53'29,09""W";"14°33'59,94""S";468;VFR;900;18
;FAZENDA NÁPOLES;MOJU;PA;"049°03'21,23""W";"03°10'52,65""S";90,2;VFR;849;18
;FAZENDA SÃO FRANCISCO DO PERIGARA;BARÃO DE MELGAÇO;MT;"056°15'27,23""W";"16°54'08,11""S";124;VFR;1000;18
SWDC;Fazenda do Coronel;CORAÇÃO DE MARIA;BA;"038°45'07,25""W";"12°16'17,39""S";233;VFR;700;18
SIWR;Fazenda Amazonas;NOVA CRIXÁS;GO;"050°29'23,17""W";"13°48'02,54""S";267;VFR;800;18
;FCF - Fazenda Córrego das Flores;APARECIDA DO TABOADO;MS;"051°12'52,14""W";"20°06'36,34""S";376;VFR;1000;18
SIUA;Águas Claras;VIAMÃO;RS;"050°51'13""W";"30°07'10""S";32,9;VFR;872;18
;FAZENDA FRANGE;JUSCIMEIRA;MT;"054°53'40,55""W";"16°14'05,16""S";248;VFR;700;18
SILI;Fazenda Santa Clara;BOM JESUS;PI;"045°02'46,1""W";"09°11'30,16""S";622;VFR;807;16
;FAZENDA SUCURI;CARACOL;MS;"057°13'31""W";"22°11'44""S";149;VFR;1000;20
;Fazenda São João;LAGO DA PEDRA;MA;"045°07'19,57""W";"04°37'45,06""S";195;VFR;1000;18
SIOJ;Fazenda Porto Velho;CARMO DO CAJURU;MG;"044°41'47,38""W";"20°18'48,76""S";828;VFR;750;20
SWSD;Fazenda Santo Antônio;ARAGUAIANA;MT;"051°48'51,69""W";"15°37'01,05""S";310;VFR;1287;20
SN7W;FAZENDA INVERNADA GRANDE;CANABRAVA DO NORTE;MT;"051°47'40,56""W";"11°18'46,63""S";258;VFR;1440;23
;Fazenda Nova Espadilha;ITAQUIRAÍ;MS;"054°11'58,51""W";"23°33'33,5""S";312;VFR;949;18
;Fazenda São João;FLORES DE GOIÁS;GO;"047°02'12,65""W";"14°39'32,46""S";434;VFR;1210;23
;Vale do Sol;SÃO GABRIEL DO OESTE;MS;"054°24'30,72""W";"18°44'46,06""S";350;VFR;1100;18
;CORONEL EDUARDO GARCIA;SILVES;AM;"058°13'15,26""W";"02°50'15,29""S";68;VFR;1300;20
;Flora;SORRISO;MT;"055°53'09""W";"13°01'06""S";410;VFR;1200;20
;FAZENDA KÊNIA;ARAGUAIANA;MT;"052°01'59,6""W";"15°17'11,4""S";293;VFR;1100;30
;Fazenda Nova Califórnia;SACRAMENTO;MG;"047°05'43,82""W";"19°57'33,43""S";1066;VFR;999;30
SWZE;Fazenda Tamboril;PONTES E LACERDA;MT;"059°22'27""W";"15°03'44""S";335;VFR;1200;18
;VÔ ANÍBAL;PORTO VELHO;RO;"063°51'27,06""W";"09°05'16,21""S";91;VFR;750;18
;AERO AGRÍCOLA NORTE SUL;COLNIZA;MT;"059°14'52,04""W";"09°25'37,32""S";155;VFR;788;18
;FAZENDA AMIZADE;CORRENTINA;BA;"046°03'34,6""W";"13°24'44,24""S";907;VFR;1500;23
;FAZENDA SÃO FRANCISCO;VILA RICA;MT;"051°35'18,65""W";"10°02'30,96""S";323;VFR;1100;20
;FAZENDA ANEW;CORGUINHO;MS;"054°45'39""W";"19°37'04""S";372;VFR;900;20
;Fazenda Santo Antônio;CORUMBÁ;MS;"055°54'26""W";"17°40'51""S";133;VFR;939;23
;FAZENDA SÃO JUDAS TADEU;BRASILÂNDIA;MS;"052°40'56""W";"20°55'47""S";350;VFR;1000;18
;FAZENDA BOA VISTA;CLÁUDIA;MT;"055°15'40,85""W";"11°21'23,33""S";377;VFR;1150;18
;Apaam Aerodesporto;LUCAS DO RIO VERDE;MT;"055°57'26,91""W";"12°59'24,64""S";395;VFR;500;18
SISJ;Fazenda São José do Piquiri;CORUMBÁ;MS;"055°33'51,05""W";"17°27'22,95""S";136;VFR;700;30
SJXB;Fazenda Rancho Regina;BONITO;MS;"056°33'53,8""W";"21°05'48,8""S";387;VFR;900;18
SJPX;Fazenda Cidade Verde;POXORÉU;MT;"054°22'20,83""W";"15°24'51,98""S";611;;1139;18
SJOY;Jorge Luiz Stocco;PALMEIRA;PR;"049°47'58""W";"25°24'04""S";1040;;1500;23
;Fazenda Água Limpa;NOVA UBIRATÃ;MT;"054°44'54,43""W";"13°24'40,54""S";473;VFR;1000;20
;José Antônio Mansur;CEDRAL;SP;"049°14'42""W";"20°54'38""S";582;VFR;900;18
;Fazenda Vó Afife;SANTA CRUZ DO XINGU;MT;"052°46'52,77""W";"10°05'54,27""S";322;VFR;1498;23
;MJ Marino Franz;IPIRANGA DO NORTE;MT;"056°15'09""W";"12°22'04""S";390;VFR;750;20
;Fazenda Lageado;UBERLÂNDIA;MG;"048°40'24,64""W";"19°09'01,17""S";734;VFR;1469;30
;Fazenda Paulista;OURO VERDE;SP;"051°42'31,3""W";"21°34'54,05""S";294;VFR;1300;18
;Fazenda Colorado;CAMETÁ;PA;"049°21'21,86""W";"02°27'10,82""S";25;VFR;1300;20
;Fazenda Santa Helena;LUÍS EDUARDO MAGALHÃES;BA;"046°18'49,54""W";"12°07'13,6""S";0;VFR;1039;18
;Fazenda Castelo;PORTO VELHO;RO;"063°45'18,02""W";"08°44'03,69""S";82;VFR;800;18
;Dwg Guarda-Mor;GUARDA-MOR;MG;"047°06'38,21""W";"17°45'37,51""S";0;VFR;999;18
SSBI;Condomínio Irmãos Gatto;BARREIRAS;BA;"046°18'11,38""W";"11°51'11,37""S";869;VFR;1400;20
;Fazenda Santa Paula;SÃO DESIDÉRIO;BA;"045°29'07,73""W";"12°48'54,87""S";762;VFR;1199;20
;Fazenda Calixbento;NOVA CANAÃ DO NORTE;MT;"055°57'35,42""W";"10°49'37,92""S";0;VFR;1148;18
SID6;FAZENDA SARANDI;TAPURAH;MT;"056°34'41""W";"12°45'00""S";0;VFR;1500;23
SI2O;Sítio Biguá;VITÓRIA DA CONQUISTA;BA;"040°44'17,74""W";"14°53'14,56""S";948;VFR;900;20
SIOE;Mocelin;DOIS VIZINHOS;PR;"053°02'09""W";"25°47'38""S";575;VFR;440;18
SSQO;Fazenda Sequóia;ANGELÂNDIA;MG;"042°15'55""W";"17°39'10""S";1128;VFR;1300;20
SI4K;Fazenda Mandarim;ABAETETUBA;PA;"048°47'31,28""W";"01°47'39,55""S";16;VFR;1000;18
SI4I;Fazenda Horizontina;CAMPOS LINDOS;TO;"046°36'58,07""W";"08°15'23,53""S";460;VFR;1301;20
SDSJ;Executivo;CASCAVEL;PR;"053°27'55""W";"24°52'17""S";699;VFR;1199;23
SIL2;Fazenda Cruzeiro I;NOVA SANTA HELENA;MT;"055°08'00,09""W";"10°45'24,22""S";341;VFR;1213;18
SIE4;Fazenda Yndiana;PORTO MURTINHO;MS;"057°29'47""W";"21°46'40""S";162;VFR;800;18
SI9W;Fazenda Rio Ferro;NOVA UBIRATÃ;MT;"054°48'35,98""W";"12°39'36,27""S";0;VFR;1200;23
SN8F;da Roseta;LAVRAS DO SUL;RS;"053°58'50,22""W";"30°43'31,38""S";338;VFR;1050;23
SIA6;Fazenda Baraúna;CAXIAS;MA;"043°11'17,15""W";"04°51'43,51""S";146;VFR;1000;20
SIB6;FAZENDA TERRA UNIDA;ALTO PARNAÍBA;MA;"046°07'39""W";"09°15'59""S";542;VFR;1200;20
SIG2;Pandorga;TAUBATÉ;SP;"045°40'46""W";"23°00'46""S";550;VFR;400;18
SIC3;C&A - Fazenda Chapadão do Verde;SORRISO;MT;"055°53'06,13""W";"12°35'55,33""S";390;VFR;1300;20
SIH3;Fazenda Santa Clara;COCALINHO;MT;"051°07'22""W";"14°12'41""S";0;VFR;1401;18
;Fazenda Esteio;GUIRATINGA;MT;"053°40'03""W";"16°16'42""S";0;VFR;1098;25
SIOP;Poletto;SANTA RITA DO TRIVELATO;MT;"055°16'48,9""W";"13°47'57,2""S";511;VFR;1450;23
SIM4;AERÓDROMO PCH PARECIS;CAMPOS DE JÚLIO;MT;"059°00'08,1""W";"13°04'27,7""S";439;VFR;1438;20
SIK2;FAZENDA SANTA MARIA;LARANJAL DO JARI;AP;"052°28'11""W";"00°47'28""S";0;VFR;1000;18
SIP9;FAZENDA ARRAIAL;SÃO JOSÉ DO PEIXE;PI;"042°45'40,91""W";"07°22'17,46""S";272;VFR;986;25
SIR4;FAZENDA ARGEMIRA;ITIQUIRA;MT;"054°53'16,75""W";"17°26'36,43""S";476;VFR;1500;23
SS47;FAZENDA UIRAPURU;NOVA MUTUM;MT;"056°00'08,79""W";"13°39'54,24""S";463;VFR;1200;23
SIS3;PORTAL DOS VALES;PALMEIRAS;BA;"041°34'39,36""W";"12°39'04,43""S";1180;VFR;800;18
SIY8;Fazenda União;SÃO VALÉRIO;TO;"048°24'11,05""W";"11°32'23,76""S";257;VFR;1100;18
;Fazenda Santa Edwiges;PORTO MURTINHO;MS;"057°48'35""W";"21°10'55""S";85;VFR;800;18
SJ2O;FAZENDA BARREIRA DA CRUZ;PIUM;TO;"049°54'03,25""W";"10°31'01,98""S";0;VFR;865;12
SIV3;FAZENDA ELDORADO;IACIARA;GO;"046°48'16,67""W";"13°57'43,77""S";462;VFR;1600;25
SSPP;FAZENDA ESTREITO E PONTE DE PEDRAS;MONTIVIDIU;GO;"051°13'06""W";"17°16'00""S";871;VFR;920;20
SIZO;Calcário Vale do Araguaia;COCALINHO;MT;"051°38'38""W";"14°11'25""S";260;VFR;1500;30
SNMB;Fazenda Santa Maria;CORUMBÁ;MS;"056°39'59""W";"19°25'08""S";100;VFR;700;18
SJZW;Fazenda Regina;ITATINGA;SP;"048°44'17""W";"23°17'12""S";623;VFR;1000;20
SD98;NSA-PA;CUMARU DO NORTE;PA;"050°59'27""W";"08°27'31""S";0;;800;18
SDC2;FAZENDA ONÇA PRETA;LÁBREA;AM;"065°55'40""W";"09°01'33""S";0;VFR;1200;18
SIX6;FAZENDA QUERÊNCIA;SANTANA DO ARAGUAIA;PA;"050°54'17,21""W";"09°18'18,5""S";0;VFR;900;18
SS3S;Fazenda Nossa Senhora Aparecida;PORTO MURTINHO;MS;"057°46'19""W";"21°45'48""S";83,5;VFR;700;18
SN9E;FAZENDA EL SHADDAY;SÃO FÉLIX DO XINGU;PA;"051°48'55,66""W";"09°08'20,63""S";0;VFR;900;18
SNF7;Fazenda Independente;ÁGUA BOA;MT;"052°55'19,26""W";"13°45'05,81""S";457;VFR;1220;18
SWYJ;San Martin;CAMPOS DOS GOYTACAZES;RJ;"041°13'51""W";"22°00'21""S";0;VFR;500;15
SJ3C;AERÓDROMO FAZENDA PIRACICABA;IGUATEMI;MS;"054°21'39""W";"23°32'43""S";366;VFR;1000;18
SI34;ALDEIA XUIXUIMENE;ALMEIRIM;PA;"054°39'01""W";"00°51'04""N";0;VFR;600;18
SI9S;FAZENDA BOM FUTURO;GOVERNADOR JORGE TEIXEIRA;RO;"062°53'48""W";"10°39'09""S";0;VFR;600;18
SJ3T;AGROPECUÁRIA CAVALCA;AMAMBAI;MS;"054°36'56""W";"22°58'19""S";0;VFR;800;18
SJTT;GRUPO ROTTA;SAPEZAL;MT;"058°44'10,67""W";"13°38'30,83""S";574;VFR;1300;20
;Fazenda Samauma;JACAREACANGA;PA;"057°06'09,21""W";"07°14'15,25""S";187;VFR;700;18
SIDJ;Fazenda Arpa;SANTA MARIA DAS BARREIRAS;PA;"050°30'48,93""W";"08°56'54,81""S";247;VFR;900;18
;FAZENDA MOCAMBO;SOURE;PA;"048°46'41,13""W";"00°17'34,38""S";5;VFR;650;18
SSEV;Fazenda São Camilo;CORUMBÁ;MS;"057°07'53""W";"18°05'14""S";101;VFR;600;35
SNL2;FAZENDA DIAMANTINA;ALTO ALEGRE;RR;"061°25'17,71""W";"03°10'21,24""N";103;VFR;1300;18
;FAZENDA ESMERALDA DO NORTE;BONFIM;RR;"060°06'56,83""W";"03°14'02,24""N";127;VFR;1300;20
;FAZENDA SERRA DA PRATA;IRACEMA;RR;"061°03'52,43""W";"02°15'38,6""N";95;VFR;700;18
;FAZENDA ZAGO;FORMOSA DO RIO PRETO;BA;"045°07'28,88""W";"11°07'08,2""S";616;VFR;1200;20
SS4T;Fazenda União;SÃO FÉLIX DO XINGU;PA;"051°42'47,13""W";"09°43'52,24""S";422;VFR;950;25
SNF3;FAZENDA FS1;ITACAJÁ;TO;"047°35'49,58""W";"08°44'46,76""S";290;VFR;1000;18
SD9A;CAPUTI;VILHENA;RO;"060°12'09,03""W";"12°43'08,97""S";555;VFR;799;20
SNC9;JOIA RARA;SÃO SALVADOR DO TOCANTINS;TO;"048°19'48""W";"12°16'39""S";277;VFR;1100;18
;Fazenda Maravilha;SORRISO;MT;"055°40'35,58""W";"12°40'54,51""S";382;VFR;1099;18
SN4Q;SJ Borboletas;CATANDUVA;SP;"049°01'53,46""W";"21°09'11,52""S";574;VFR;1500;23
;FAZENDA SÃO LUIZ;TUNTUM;MA;"044°49'02,64""W";"05°37'37,37""S";216;VFR;800;18
;FAZENDA CORRENTE;SÃO MIGUEL DO GUAPORÉ;RO;"062°47'32,11""W";"12°00'22,3""S";178;VFR;900;18
;Jaicós;JAICÓS;PI;"041°08'30,37""W";"07°20'32,51""S";318;VFR;1201;23
SWTU;Fazenda Tucunaré;SAPEZAL;MT;"058°51'59,22""W";"13°27'53,57""S";564;VFR;1640;23
;Fazenda Santa Bárbara;URUÇUÍ;PI;"044°31'18,57""W";"07°26'04,42""S";391;VFR;947;18
SSRM;Fazenda Santos Reis;RIO MARIA;PA;"050°04'10,23""W";"07°24'24,44""S";229;VFR;1200;20
SJVW;Fazenda Santa Isabel;LUÍS EDUARDO MAGALHÃES;BA;"045°43'23,24""W";"11°57'16,77""S";760;VFR;1400;23
;Fazenda Flor da Mata;SÃO JOSÉ DO XINGU;MT;"052°49'48,55""W";"10°44'07,72""S";340;VFR;1299;18
;FAZENDA SÃO LOURENÇO;ALTO GARÇAS;MT;"053°27'35,19""W";"16°59'52,04""S";848;VFR;850;18
SS2P;Aeropark Serra Dourada;HIDROLÂNDIA;GO;"049°12'19,34""W";"17°00'54,8""S";816;VFR;500;18
;FAZENDA PORTOPORÃ;PORTO DOS GAÚCHOS;MT;"056°08'34,91""W";"11°39'14,49""S";384;VFR;1400;18
;FAZENDA SÃO PAULO DO CRAVARÍ;BRASNORTE;MT;"057°59'31,88""W";"12°32'54,75""S";392;VFR;900;18
;Fazenda YKK;BONFINÓPOLIS DE MINAS;MG;"046°12'09""W";"16°31'41""S";893;VFR;1084;30
;FAZENDA BOA VISTA;TESOURO;MT;"053°15'21,78""W";"15°52'19,2""S";542;VFR;1099;20
;FAZENDA MATA DO LOBO;RIO VERDE;GO;"050°43'28,56""W";"18°07'50,32""S";847;VFR;899;18
SS6D;Fazenda Duas Âncoras;BARRA DO GARÇAS;MT;"052°10'24,58""W";"14°56'18,27""S";282;VFR;1445;23
;Fazenda Paraíso Arpa;DUERÉ;TO;"049°38'29,17""W";"11°18'00,22""S";198;VFR;900;18
;Fazenda Palmeiras;PARECIS;RO;"061°12'15,7""W";"12°04'11,49""S";260;VFR;900;18
;Fazenda Santa Carmem;SANTA MARIA DAS BARREIRAS;PA;"050°28'59,5""W";"08°28'07,05""S";248;VFR;900;18
SSGD;Fazenda Porta do Céu;JABORANDI;BA;"045°50'20,24""W";"14°06'56,23""S";891;VFR;1000;18
;Fazenda Alvorada do Piquiri;CORUMBÁ;MS;"056°01'00""W";"17°14'05""S";124;VFR;1000;20
;Fazenda Montana;LUÍS EDUARDO MAGALHÃES;BA;"045°54'09,13""W";"11°57'23,11""S";766;VFR;1200;18
;Fazenda Geriva;BRASILÂNDIA;MS;"052°28'36,37""W";"21°09'11,82""S";393;VFR;849;18
SS6I;Fazenda Ema;SANTA MARIA DAS BARREIRAS;PA;"049°57'25,76""W";"08°33'26,07""S";222;VFR;1215;20
SIAD;Estância Regina;PORTO MURTINHO;MS;"057°21'00""W";"21°00'38,04""S";167;VFR;900;30
;Fazenda Guara-Garganta;FORMOSA DO RIO PRETO;BA;"046°26'03,59""W";"11°10'55,29""S";843;VFR;1199;22
;Flyby;VÁRZEA GRANDE;MT;"056°17'50,59""W";"15°39'25,2""S";236;VFR;450;18
;Fazenda Fedrizzi;VERA;MT;"055°31'32,19""W";"12°24'25,14""S";340;VFR;600;18
;Fazenda Getúlio Vargas;NOVA UBIRATÃ;MT;"054°53'26,55""W";"13°43'51,88""S";520;VFR;970;14
SSSV;Fazenda Palmitos;NOVA UBIRATÃ;MT;"054°45'11,73""W";"13°49'12,45""S";560;VFR;1000;20
SD9C;Benjamin de Moura Leal;SÃO JOÃO DO PIAUÍ;PI;"042°14'50,56""W";"08°23'28,42""S";253;VFR;1399;23
;Fazenda Jutaituba;PORTEL;PA;"050°15'41,69""W";"02°59'20,41""S";37;VFR;1000;20
SJB3;FAZENDA REBOJO;CORUMBÁ;MS;"057°55'01""W";"20°02'13""S";84;VFR;800;25
;Fazenda Angelim;BAIXA GRANDE DO RIBEIRO;PI;"045°25'23,8""W";"08°58'52,34""S";0;VFR;1300;20
;Fazenda Mariotti;RIACHÃO DAS NEVES;BA;"045°15'55,96""W";"11°25'40,33""S";0;VFR;799;20
;Fazenda Sao Sebastiao Do Iriri;ALTAMIRA;PA;"053°43'30,9""W";"06°01'30,72""S";256;VFR;848;18
;Agropecuária Fio D'Água;ÁGUA BOA;MT;"052°14'55,03""W";"14°05'21,09""S";388;VFR;950;20
;Fazenda Mainau;JEREMOABO;BA;"038°31'13,22""W";"09°56'35,1""S";597;VFR;1100;30
SJEH;Clemente Verillo;RIBEIRÃO BONITO;SP;"048°13'35,9""W";"22°06'04,7""S";714;VFR;999;25
SD04;Fazenda Sol Nascente;ITAITUBA;PA;"057°12'53""W";"05°29'25""S";199;VFR;550;18
SIN9;Cristo Reis;ITAITUBA;PA;"056°41'43""W";"07°45'35""S";288;VFR;500;18
SIB4;ASL - Fazenda São Francisco;PARANATINGA;MT;"054°29'14""W";"13°20'42""S";454;VFR;1000;18
SIK9;FAZENDA PRANCHADA;PORTO MURTINHO;MS;"057°29'00,73""W";"21°13'24,29""S";120;VFR;800;18
SIR7;Ricardo Dias Alves;CORUMBÁ;MS;"057°13'25,8""W";"19°58'41""S";111;VFR;800;20
SI7Z;Fazenda Real;CARLINDA;MT;"056°03'13""W";"10°15'49""S";0;VFR;939;18
SI9O;FAZENDA SANTA MARIA VIII;ARAÇATUBA;SP;"050°35'38,43""W";"21°01'46,7""S";391;VFR;1000;18
SNXS;Agropecuária Lazarotto;TAPURAH;MT;"056°37'22,88""W";"12°36'57,91""S";389;VFR;1300;20
SIX7;Professor Ferreirinha;CANTÁ;RR;"060°40'04,73""W";"02°43'13,05""N";82;VFR;600;18
SJPV;Reserva Pituba;CORURIPE;AL;"036°05'24""W";"10°05'11""S";40;VFR;1500;30
SID3;FAZENDA PRODUTIVA;SÃO FÉLIX DO ARAGUAIA;MT;"051°11'24,67""W";"11°59'30,33""S";232;VFR;750;18
SNFI;Fazenda São José do Paranaíba;TUPACIGUARA;MG;"048°51'42""W";"18°23'15""S";576;;1500;26
SIM7;VILA GADELHA;IGUATU;CE;"039°16'41,49""W";"06°25'13,3""S";229;VFR;400;18
SN7O;Fazenda Agrícola Zamo;PORTO VELHO;RO;"064°28'07,28""W";"09°14'48,1""S";91;VFR;900;18
SIQ3;Fazenda Recreio;CÁCERES;MT;"058°17'46,48""W";"16°58'16,24""S";98;VFR;950;30
SIH8;FUNDAÇÃO RIO VERDE SHOW SAFRA;LUCAS DO RIO VERDE;MT;"055°57'58,3""W";"13°00'22,2""S";403;VFR;1400;23
SIJ3;Fazenda Primavera;SANTO ANTÔNIO DO ARACANGUÁ;SP;"050°38'50,33""W";"20°49'29,36""S";365;VFR;1200;18
SIJ6;Fazenda Nossa Senhora Aparecida;SANTA CRUZ DO XINGU;MT;"052°43'09""W";"10°18'28""S";0;VFR;898;18
SIJ8;FAZENDA POUSO ALEGRE;CALÇOENE;AP;"050°56'10,86""W";"02°11'21,86""N";21;VFR;1200;18
SIQG;Fazenda Guanandy;PONTA PORÃ;MS;"055°32'22""W";"21°52'52""S";544;VFR;1200;18
SIQ8;JABOTICABA;ANDARAÍ;BA;"041°16'34,8""W";"12°41'12,4""S";377;VFR;900;18
SIQ6;Fazenda São Sebastião;ÁGUA CLARA;MS;"053°15'30,2""W";"19°53'34,07""S";455;VFR;1000;20
;Faisol;BELA VISTA;MS;"056°42'11""W";"22°04'09""S";0;VFR;900;18
SN8O;FAZENDA ALAYDE (QUINHÃO VENTANIA);AQUIDAUANA;MS;"056°14'02,08""W";"19°24'42,2""S";112;VFR;750;18
SIN7;Fazenda Vista Alegre;ITAÚBA;MT;"055°46'20,27""W";"11°04'38,22""S";321;VFR;1000;18
SIP3;Fazenda Floresta;APIACÁS;MT;"057°51'34,99""W";"09°27'16,19""S";241;VFR;1100;18
;Fazenda São José;CORUMBÁ;MS;"056°21'59,99""W";"18°09'52,15""S";126;VFR;1000;23
SN6I;Fort Aviação Agrícola;RIO VERDE;GO;"051°00'53,13""W";"17°44'05,32""S";822;VFR;800;18
SJI2;Fazenda Alvorada X;GILBUÉS;PI;"045°12'34,52""W";"09°22'28,46""S";639;VFR;1200;20
SIY9;PISTA SAGARANA;ANAPU;PA;"051°18'05,87""W";"03°16'48,26""S";100;VFR;1000;23
SJ2M;FAZENDA QUATRO IRMÃOS;NOVO PROGRESSO;PA;"055°41'41""W";"07°03'28""S";0;VFR;800;18
SIZ3;FAZENDA NOVA VIDA;CACAULÂNDIA;RO;"062°49'35,79""W";"10°10'39,73""S";0;VFR;1100;18
SIZ2;Fazenda Santa Fé;IRANDUBA;AM;"060°51'00,98""W";"03°03'25,05""S";91;VFR;800;22
SN8G;DO CARMO;PORTO SEGURO;BA;"039°11'04,75""W";"16°42'47,08""S";0;VFR;700;18
SN92;COOPERSANTAFÉ;COCOS;BA;"045°22'34,05""W";"14°39'50,46""S";0;VFR;800;20
